creationDate,value
2024-05-29 02:44:44 -0500,18
2024-05-29 02:59:45 -0500,19
2024-05-29 03:09:54 -0500,19
2024-05-29 03:14:44 -0500,19
2024-05-29 03:25:40 -0500,17.5
2024-05-29 03:33:09 -0500,17
2024-05-29 03:44:47 -0500,18.5
2024-05-29 03:59:48 -0500,18.5
2024-05-29 04:05:02 -0500,20
2024-05-29 04:14:32 -0500,19
2024-05-29 04:26:51 -0500,17.5
2024-05-29 04:42:32 -0500,17
2024-05-29 04:44:50 -0500,18
2024-05-29 04:53:09 -0500,19.5
2024-05-29 21:20:57 -0500,26
2024-05-29 22:30:53 -0500,22.5
2024-05-29 22:41:05 -0500,20
2024-05-29 22:51:41 -0500,19.5
2024-05-29 23:00:40 -0500,18
2024-05-29 23:11:00 -0500,18
2024-05-29 23:21:42 -0500,18.5
2024-05-29 23:31:20 -0500,18
2024-05-29 23:42:24 -0500,19
2024-05-30 00:00:03 -0500,19.5
2024-05-30 00:00:38 -0500,16
2024-05-30 00:16:39 -0500,16.5
2024-05-30 00:26:40 -0500,18
2024-05-30 00:31:59 -0500,17.5
2024-05-30 00:47:31 -0500,18.5
2024-05-30 00:53:26 -0500,17.5
2024-05-30 01:01:48 -0500,15.5
2024-05-30 01:17:35 -0500,17
2024-05-30 01:30:07 -0500,17.5
2024-05-30 01:32:25 -0500,17.5
2024-05-30 01:46:19 -0500,17
2024-05-30 01:53:52 -0500,16.5
2024-05-30 02:02:59 -0500,15.5
2024-05-30 02:17:54 -0500,17
2024-05-30 02:43:17 -0500,17.5
2024-05-30 02:53:18 -0500,17
2024-05-30 03:03:16 -0500,17
2024-05-30 03:13:23 -0500,17
2024-05-30 03:21:50 -0500,15
2024-05-30 03:31:03 -0500,17
2024-05-30 03:43:46 -0500,16.5
2024-05-30 04:00:05 -0500,16
2024-05-30 04:03:38 -0500,17
2024-05-30 04:14:25 -0500,17.5
2024-05-30 04:21:41 -0500,16.5
2024-05-30 04:33:53 -0500,18
2024-05-30 04:44:58 -0500,24
2024-05-30 04:52:47 -0500,13.5
2024-05-30 05:03:01 -0500,17
2024-05-30 05:15:34 -0500,20.5
2024-05-30 05:32:34 -0500,16.5
2024-05-30 05:45:53 -0500,17
2024-05-30 05:51:32 -0500,15.5
2024-05-30 06:02:04 -0500,13.5
2024-05-30 06:11:54 -0500,16.5
2024-05-30 06:21:47 -0500,15
2024-05-30 06:34:44 -0500,17
2024-05-30 06:41:40 -0500,16.5
2024-05-30 06:51:16 -0500,16
2024-05-30 22:37:18 -0500,21.5
2024-05-30 22:50:06 -0500,21
2024-05-30 23:03:08 -0500,22
2024-05-30 23:08:06 -0500,21.5
2024-05-30 23:19:26 -0500,21
2024-05-30 23:30:00 -0500,22
2024-05-30 23:38:08 -0500,19.5
2024-05-30 23:50:01 -0500,18
2024-05-30 23:58:03 -0500,17.5
2024-05-31 00:08:09 -0500,18
2024-05-31 00:19:02 -0500,18
2024-05-31 00:29:12 -0500,18
2024-05-31 00:38:10 -0500,18.5
2024-05-31 00:50:00 -0500,16.5
2024-05-31 01:02:08 -0500,18
2024-05-31 01:08:11 -0500,18
2024-05-31 01:22:03 -0500,19.5
2024-05-31 01:34:17 -0500,19.5
2024-05-31 01:38:13 -0500,19
2024-05-31 01:48:15 -0500,20.5
2024-05-31 01:56:54 -0500,19.5
2024-05-31 02:08:14 -0500,19.5
2024-05-31 02:23:15 -0500,17.5
2024-05-31 02:27:20 -0500,17.5
2024-05-31 02:37:30 -0500,18
2024-05-31 02:47:09 -0500,16
2024-05-31 02:57:51 -0500,18.5
2024-05-31 03:08:17 -0500,17.5
2024-05-31 03:17:10 -0500,16
2024-05-31 03:31:31 -0500,19.5
2024-05-31 03:38:18 -0500,18.5
2024-05-31 03:47:08 -0500,19
2024-05-31 03:58:02 -0500,18.5
2024-05-31 04:08:20 -0500,18.5
2024-05-31 04:19:13 -0500,19
2024-05-31 04:26:59 -0500,17.5
2024-05-31 04:37:23 -0500,18.5
2024-05-31 04:48:50 -0500,17
2024-05-31 04:58:44 -0500,16.5
2024-05-31 05:07:47 -0500,17.5
2024-05-31 05:20:30 -0500,18.5
2024-05-31 05:35:33 -0500,18.5
2024-05-31 05:37:31 -0500,18
2024-05-31 05:49:00 -0500,19
2024-05-31 05:56:56 -0500,20
2024-05-31 06:07:00 -0500,15.5
2024-06-01 00:04:01 -0500,23.5
2024-06-01 00:14:19 -0500,21.5
2024-06-01 00:24:45 -0500,21.5
2024-06-01 00:34:37 -0500,22
2024-06-01 00:49:54 -0500,22
2024-06-01 01:01:55 -0500,21.5
2024-06-01 01:05:01 -0500,21
2024-06-01 01:15:10 -0500,21.5
2024-06-01 01:25:14 -0500,20
2024-06-01 01:34:20 -0500,19
2024-06-01 01:46:03 -0500,20.5
2024-06-01 01:58:05 -0500,21
2024-06-01 02:06:58 -0500,21
2024-06-01 02:17:07 -0500,21
2024-06-01 02:27:05 -0500,21
2024-06-01 02:37:09 -0500,20.5
2024-06-01 02:46:15 -0500,21
2024-06-01 02:53:05 -0500,21.5
2024-06-01 03:04:37 -0500,19
2024-06-01 03:13:17 -0500,18
2024-06-01 03:30:01 -0500,18
2024-06-01 03:35:53 -0500,18.5
2024-06-01 03:45:01 -0500,18.5
2024-06-01 03:55:47 -0500,19.5
2024-06-01 04:05:14 -0500,19
2024-06-01 04:15:01 -0500,19
2024-06-01 04:30:01 -0500,20
2024-06-01 04:34:33 -0500,21
2024-06-01 04:45:02 -0500,22.5
2024-06-01 04:54:05 -0500,20.5
2024-06-01 05:03:17 -0500,19
2024-06-01 05:13:14 -0500,21
2024-06-01 05:27:11 -0500,19
2024-06-01 05:33:25 -0500,19.5
2024-06-01 05:44:15 -0500,21
2024-06-01 20:44:00 -0500,27.5
2024-06-01 21:30:37 -0500,20.5
2024-06-01 21:40:35 -0500,19
2024-06-01 21:50:36 -0500,17
2024-06-01 22:07:34 -0500,17.5
2024-06-01 22:10:40 -0500,18
2024-06-01 22:20:55 -0500,18.5
2024-06-01 22:40:32 -0500,17
2024-06-01 22:40:37 -0500,17
2024-06-01 22:57:06 -0500,17.5
2024-06-01 23:00:37 -0500,17.5
2024-06-01 23:10:38 -0500,18
2024-06-01 23:22:22 -0500,18.5
2024-06-01 23:31:38 -0500,18.5
2024-06-01 23:41:09 -0500,17
2024-06-01 23:56:44 -0500,17.5
2024-06-02 00:06:49 -0500,17.5
2024-06-02 00:16:54 -0500,18.5
2024-06-02 00:22:06 -0500,18.5
2024-06-02 00:30:46 -0500,18
2024-06-02 00:47:57 -0500,16.5
2024-06-02 00:52:58 -0500,20.5
2024-06-02 01:03:27 -0500,19.5
2024-06-02 01:12:00 -0500,16.5
2024-06-02 01:23:53 -0500,15
2024-06-02 01:31:38 -0500,17
2024-06-02 01:41:41 -0500,17.5
2024-06-02 02:00:01 -0500,16
2024-06-02 02:10:04 -0500,16.5
2024-06-02 02:13:13 -0500,17
2024-06-02 02:23:54 -0500,16
2024-06-02 02:32:34 -0500,16
2024-06-02 02:41:39 -0500,16.5
2024-06-02 02:51:01 -0500,15.5
2024-06-02 03:01:07 -0500,17.5
2024-06-02 03:11:16 -0500,16
2024-06-02 03:21:21 -0500,15.5
2024-06-02 03:32:43 -0500,16
2024-06-02 03:45:38 -0500,15
2024-06-02 03:53:28 -0500,17
2024-06-02 04:03:47 -0500,19.5
2024-06-02 04:18:47 -0500,17
2024-06-02 04:23:47 -0500,15.5
2024-06-02 04:33:29 -0500,15
2024-06-02 04:41:00 -0500,14.5
2024-06-02 04:51:29 -0500,15
2024-06-02 05:01:27 -0500,16.5
2024-06-02 05:15:56 -0500,15
2024-06-02 05:21:10 -0500,15.5
2024-06-02 05:32:53 -0500,17.5
2024-06-02 05:48:15 -0500,15
2024-06-02 05:56:13 -0500,17
2024-06-02 06:01:44 -0500,18
2024-06-02 06:11:15 -0500,14
2024-06-02 06:24:46 -0500,16.5
2024-06-02 06:33:51 -0500,16
2024-06-02 06:46:12 -0500,17
2024-06-02 06:55:00 -0500,16
2024-06-02 07:01:07 -0500,16
2024-06-02 07:11:01 -0500,14
2024-06-02 20:10:41 -0500,22.5
2024-06-02 20:20:35 -0500,22
2024-06-02 20:30:34 -0500,21
2024-06-02 20:41:09 -0500,21
2024-06-02 20:51:11 -0500,22.5
2024-06-02 21:00:35 -0500,18
2024-06-02 21:11:44 -0500,15.5
2024-06-02 21:21:46 -0500,17.5
2024-06-02 21:36:11 -0500,17.5
2024-06-02 21:41:45 -0500,16
2024-06-02 21:56:01 -0500,16
2024-06-02 22:02:32 -0500,16.5
2024-06-02 22:11:46 -0500,16
2024-06-02 22:23:49 -0500,17
2024-06-02 22:31:23 -0500,16
2024-06-02 22:41:47 -0500,16
2024-06-02 22:56:48 -0500,17.5
2024-06-02 23:00:39 -0500,17
2024-06-02 23:11:48 -0500,17.5
2024-06-02 23:23:46 -0500,16
2024-06-02 23:35:10 -0500,16.5
2024-06-02 23:40:59 -0500,17
2024-06-02 23:51:27 -0500,17
2024-06-03 00:06:54 -0500,16.5
2024-06-03 00:11:51 -0500,18
2024-06-03 00:24:01 -0500,17.5
2024-06-03 00:37:52 -0500,17
2024-06-03 00:41:52 -0500,17
2024-06-03 00:51:04 -0500,19.5
2024-06-03 01:07:51 -0500,17.5
2024-06-03 01:11:05 -0500,17.5
2024-06-03 01:25:01 -0500,17
2024-06-03 01:32:02 -0500,17
2024-06-03 01:41:55 -0500,16.5
2024-06-03 01:52:09 -0500,19.5
2024-06-03 02:01:26 -0500,18
2024-06-03 02:11:56 -0500,16.5
2024-06-03 02:24:38 -0500,16.5
2024-06-03 02:35:59 -0500,16
2024-06-03 02:41:58 -0500,16.5
2024-06-03 02:50:50 -0500,16.5
2024-06-03 22:36:48 -0500,22.5
2024-06-03 22:47:18 -0500,21.5
2024-06-03 22:58:58 -0500,17.5
2024-06-03 23:15:55 -0500,16.5
2024-06-03 23:18:52 -0500,17
2024-06-03 23:30:01 -0500,17
2024-06-03 23:36:58 -0500,17
2024-06-03 23:48:53 -0500,18
2024-06-04 00:01:26 -0500,17
2024-06-04 00:09:24 -0500,17
2024-06-04 00:18:22 -0500,16
2024-06-04 00:28:59 -0500,16
2024-06-04 00:37:38 -0500,16.5
2024-06-04 00:47:45 -0500,17
2024-06-04 00:56:51 -0500,16
2024-06-04 01:09:52 -0500,17
2024-06-04 01:18:57 -0500,19.5
2024-06-04 01:33:58 -0500,21.5
2024-06-04 01:37:33 -0500,19.5
2024-06-04 01:48:59 -0500,16
2024-06-04 02:00:21 -0500,17
2024-06-04 02:09:52 -0500,17
2024-06-04 02:19:00 -0500,17.5
2024-06-04 02:29:20 -0500,16
2024-06-04 02:39:52 -0500,17.5
2024-06-04 02:47:53 -0500,16.5
2024-06-04 03:04:03 -0500,15
2024-06-04 03:07:25 -0500,16.5
2024-06-04 03:17:02 -0500,17
2024-06-04 03:26:54 -0500,16
2024-06-04 03:39:52 -0500,15.5
2024-06-04 03:46:54 -0500,14.5
2024-06-04 03:56:54 -0500,18.5
2024-06-04 04:09:51 -0500,15
2024-06-04 04:19:05 -0500,15.5
2024-06-04 04:27:28 -0500,14
2024-06-04 04:38:38 -0500,15.5
2024-06-04 04:48:21 -0500,15
2024-06-04 04:59:25 -0500,17
2024-06-04 05:07:25 -0500,15
2024-06-04 05:18:47 -0500,15.5
2024-06-04 05:30:45 -0500,15.5
2024-06-04 05:42:09 -0500,15
2024-06-04 05:49:07 -0500,15
2024-06-04 05:56:58 -0500,14.5
2024-06-04 20:21:58 -0500,28.5
2024-06-04 20:43:28 -0500,27
2024-06-04 21:00:36 -0500,16
2024-06-04 21:10:46 -0500,24
2024-06-04 21:30:47 -0500,25.5
2024-06-04 21:44:53 -0500,20.5
2024-06-04 21:50:46 -0500,22
2024-06-04 22:03:59 -0500,21.5
2024-06-04 22:15:29 -0500,21.5
2024-06-04 22:29:00 -0500,22.5
2024-06-04 22:31:09 -0500,23
2024-06-04 22:40:53 -0500,23
2024-06-04 22:50:57 -0500,20.5
2024-06-04 23:00:51 -0500,21.5
2024-06-04 23:12:22 -0500,22
2024-06-04 23:22:05 -0500,22
2024-06-04 23:31:12 -0500,21
2024-06-04 23:44:02 -0500,17.5
2024-06-04 23:55:54 -0500,20.5
2024-06-05 00:04:01 -0500,20
2024-06-05 00:13:14 -0500,20.5
2024-06-05 00:25:06 -0500,19.5
2024-06-05 00:34:03 -0500,19
2024-06-05 00:41:30 -0500,22
2024-06-05 00:50:47 -0500,21.5
2024-06-05 01:04:05 -0500,20
2024-06-05 01:14:06 -0500,16.5
2024-06-05 01:29:07 -0500,17
2024-06-05 01:34:06 -0500,17.5
2024-06-05 01:46:13 -0500,19.5
2024-06-05 01:51:06 -0500,19
2024-06-05 02:04:08 -0500,18
2024-06-05 02:14:12 -0500,18.5
2024-06-05 02:24:52 -0500,18
2024-06-05 02:30:41 -0500,17.5
2024-06-05 02:42:11 -0500,16.5
2024-06-05 02:52:09 -0500,18
2024-06-05 03:04:10 -0500,17.5
2024-06-05 03:11:43 -0500,18
2024-06-05 03:24:51 -0500,18.5
2024-06-05 03:32:26 -0500,18.5
2024-06-05 03:49:13 -0500,19.5
2024-06-05 03:52:02 -0500,20.5
2024-06-05 04:04:13 -0500,20
2024-06-05 04:10:42 -0500,20.5
2024-06-05 04:21:22 -0500,22.5
2024-06-05 04:34:15 -0500,19.5
2024-06-05 04:42:39 -0500,17.5
2024-06-05 04:53:35 -0500,18
2024-06-05 05:00:47 -0500,17.5
2024-06-05 05:11:40 -0500,17
2024-06-05 05:20:48 -0500,19.5
2024-06-05 05:32:35 -0500,15.5
2024-06-06 00:02:59 -0500,25
2024-06-06 00:12:59 -0500,23.5
2024-06-06 00:22:57 -0500,20.5
2024-06-06 00:43:26 -0500,25
2024-06-06 00:52:57 -0500,22
2024-06-06 01:05:34 -0500,20.5
2024-06-06 01:14:34 -0500,23.5
2024-06-06 01:23:54 -0500,24.5
2024-06-06 01:32:58 -0500,20.5
2024-06-06 01:43:10 -0500,16
2024-06-06 01:57:03 -0500,16
2024-06-06 02:09:46 -0500,17
2024-06-06 02:16:51 -0500,17.5
2024-06-06 02:24:54 -0500,15.5
2024-06-06 02:39:50 -0500,17
2024-06-06 02:48:05 -0500,17
2024-06-06 02:57:02 -0500,16
2024-06-06 03:03:15 -0500,17.5
2024-06-06 03:18:29 -0500,17
2024-06-06 03:25:30 -0500,17.5
2024-06-06 03:33:04 -0500,17.5
2024-06-06 03:43:49 -0500,16.5
2024-06-06 03:57:02 -0500,16
2024-06-06 04:03:59 -0500,15.5
2024-06-06 04:15:57 -0500,17.5
2024-06-06 04:23:41 -0500,22.5
2024-06-06 04:34:10 -0500,17
2024-06-06 04:45:19 -0500,14.5
2024-06-06 04:53:13 -0500,16.5
2024-06-06 05:03:54 -0500,16
2024-06-06 05:17:25 -0500,17
2024-06-06 05:26:30 -0500,17
2024-06-06 05:33:32 -0500,17.5
2024-06-06 05:46:41 -0500,15
2024-06-06 05:53:19 -0500,17
2024-06-06 06:03:53 -0500,16.5
2024-06-06 06:19:20 -0500,16.5
2024-06-06 06:25:00 -0500,15.5
2024-06-06 06:35:20 -0500,17
2024-06-06 06:44:50 -0500,15
2024-06-06 06:53:53 -0500,18.5
2024-06-06 07:03:39 -0500,17
2024-06-06 21:10:35 -0500,21.5
2024-06-06 21:30:40 -0500,22.5
2024-06-06 21:41:10 -0500,19
2024-06-06 21:50:56 -0500,19.5
2024-06-06 22:12:36 -0500,20
2024-06-06 22:21:54 -0500,19
2024-06-06 22:30:44 -0500,20
2024-06-06 22:44:23 -0500,20
2024-06-06 22:51:26 -0500,18
2024-06-06 23:12:12 -0500,17.5
2024-06-06 23:21:44 -0500,20.5
2024-06-06 23:41:23 -0500,20
2024-06-06 23:50:57 -0500,20.5
2024-06-07 00:01:08 -0500,18
2024-06-07 00:11:28 -0500,19
2024-06-07 00:21:21 -0500,19.5
2024-06-07 00:36:29 -0500,16
2024-06-07 00:44:26 -0500,16.5
2024-06-07 00:59:11 -0500,16.5
2024-06-07 01:01:06 -0500,17
2024-06-07 01:11:07 -0500,16
2024-06-07 01:27:21 -0500,15.5
2024-06-07 01:30:46 -0500,16.5
2024-06-07 01:40:44 -0500,16
2024-06-07 01:59:30 -0500,15.5
2024-06-07 02:10:35 -0500,14.5
2024-06-07 02:10:40 -0500,15
2024-06-07 02:25:38 -0500,16
2024-06-07 02:30:59 -0500,14
2024-06-07 02:44:31 -0500,21.5
2024-06-07 02:59:32 -0500,24
2024-06-07 03:01:00 -0500,17.5
2024-06-07 03:14:32 -0500,17.5
2024-06-07 03:24:41 -0500,14.5
2024-06-07 03:39:34 -0500,15.5
2024-06-07 03:44:34 -0500,15
2024-06-07 03:55:53 -0500,15
2024-06-07 04:01:06 -0500,16.5
2024-06-07 04:14:35 -0500,15
2024-06-07 04:24:36 -0500,15
2024-06-07 04:34:28 -0500,16
2024-06-07 04:44:09 -0500,14
2024-06-07 04:55:00 -0500,14.5
2024-06-07 05:00:47 -0500,17
2024-06-07 05:11:21 -0500,18
2024-06-07 05:20:43 -0500,16
2024-06-07 05:39:38 -0500,14.5
2024-06-07 05:44:38 -0500,14
2024-06-07 05:52:09 -0500,15.5
2024-06-07 06:00:50 -0500,15.5
2024-06-07 06:11:57 -0500,13.5
2024-06-07 06:24:53 -0500,15
2024-06-07 06:33:06 -0500,13
2024-06-07 06:43:07 -0500,12.5
2024-06-07 06:51:48 -0500,19
2024-06-07 22:03:33 -0500,28.5
2024-06-07 22:10:39 -0500,22
2024-06-07 22:20:44 -0500,24.5
2024-06-07 23:00:59 -0500,21.5
2024-06-07 23:11:12 -0500,22
2024-06-07 23:20:57 -0500,20
2024-06-07 23:40:02 -0500,18
2024-06-07 23:41:55 -0500,18
2024-06-07 23:54:45 -0500,17.5
2024-06-08 00:06:57 -0500,16.5
2024-06-08 00:10:38 -0500,19
2024-06-08 00:21:57 -0500,19.5
2024-06-08 00:36:58 -0500,19
2024-06-08 00:41:57 -0500,19.5
2024-06-08 00:52:57 -0500,19
2024-06-08 01:09:04 -0500,19.5
2024-06-08 01:11:59 -0500,23.5
2024-06-08 01:24:41 -0500,18.5
2024-06-08 01:32:11 -0500,19.5
2024-06-08 01:42:00 -0500,19
2024-06-08 01:54:24 -0500,21
2024-06-08 02:05:22 -0500,19
2024-06-08 02:12:02 -0500,18.5
2024-06-08 02:21:08 -0500,19
2024-06-08 02:31:07 -0500,16.5
2024-06-08 02:42:00 -0500,22.5
2024-06-08 02:50:51 -0500,21.5
2024-06-08 03:07:50 -0500,19
2024-06-08 03:11:19 -0500,18.5
2024-06-08 03:22:28 -0500,18.5
2024-06-08 03:31:00 -0500,17
2024-06-08 03:41:05 -0500,19.5
2024-06-08 03:52:35 -0500,18.5
2024-06-08 04:09:55 -0500,17.5
2024-06-08 04:12:05 -0500,18
2024-06-08 04:27:06 -0500,17
2024-06-08 04:37:15 -0500,15
2024-06-08 04:42:06 -0500,19
2024-06-08 04:51:53 -0500,17
2024-06-08 05:05:27 -0500,15
2024-06-08 05:12:06 -0500,12.5
2024-06-08 05:23:02 -0500,14
2024-06-08 05:33:41 -0500,14
2024-06-08 05:42:07 -0500,16.5
2024-06-08 05:57:07 -0500,16.5
2024-06-08 06:01:14 -0500,15
2024-06-08 06:11:10 -0500,16.5
2024-06-08 06:21:54 -0500,19
2024-06-08 06:31:06 -0500,14.5
2024-06-08 06:41:39 -0500,20.5
2024-06-08 06:51:20 -0500,19
2024-06-08 21:08:24 -0500,26.5
2024-06-08 21:28:15 -0500,21
2024-06-09 20:22:23 -0500,23
2024-06-09 20:31:12 -0500,21.5
2024-06-09 20:40:35 -0500,25.5
2024-06-09 21:00:35 -0500,24.5
2024-06-09 21:21:25 -0500,20
2024-06-09 22:02:14 -0500,17.5
2024-06-09 22:10:36 -0500,16.5
2024-06-09 22:22:09 -0500,19
2024-06-09 22:32:15 -0500,16
2024-06-09 22:40:57 -0500,16.5
2024-06-09 22:51:12 -0500,16.5
2024-06-09 23:02:16 -0500,16.5
2024-06-09 23:12:13 -0500,17.5
2024-06-09 23:22:50 -0500,16.5
2024-06-09 23:32:16 -0500,16.5
2024-06-09 23:40:39 -0500,16.5
2024-06-09 23:50:45 -0500,16
2024-06-10 00:00:48 -0500,17
2024-06-10 00:12:05 -0500,17
2024-06-10 00:21:39 -0500,17
2024-06-10 00:32:27 -0500,17
2024-06-10 00:43:03 -0500,17
2024-06-10 00:50:40 -0500,16
2024-06-10 01:02:28 -0500,16
2024-06-10 01:11:10 -0500,16.5
2024-06-10 01:26:33 -0500,14.5
2024-06-10 01:32:31 -0500,15
2024-06-10 01:47:31 -0500,16
2024-06-10 01:52:54 -0500,17
2024-06-10 02:02:32 -0500,17
2024-06-10 02:14:38 -0500,14
2024-06-10 02:26:44 -0500,18
2024-06-10 02:32:33 -0500,20
2024-06-10 02:43:43 -0500,24.5
2024-06-10 02:51:45 -0500,20
2024-06-10 03:02:34 -0500,15
2024-06-10 03:12:40 -0500,14.5
2024-06-10 03:27:36 -0500,15.5
2024-06-10 03:32:35 -0500,13.5
2024-06-10 03:44:33 -0500,15
2024-06-10 03:53:16 -0500,15
2024-06-10 04:00:42 -0500,17
2024-06-10 04:11:27 -0500,11
2024-06-10 04:25:14 -0500,13
2024-06-10 04:30:47 -0500,14.5
2024-06-10 04:41:11 -0500,15
2024-06-10 04:51:21 -0500,14
2024-06-10 05:00:53 -0500,14.5
2024-06-10 05:11:30 -0500,13.5
2024-06-10 05:27:21 -0500,15.5
2024-06-10 05:31:56 -0500,17
2024-06-10 05:41:10 -0500,17
2024-06-10 05:51:49 -0500,10.5
2024-06-10 06:02:43 -0500,17
2024-06-10 06:12:43 -0500,14
2024-06-10 06:25:00 -0500,16
2024-06-10 06:32:45 -0500,16
2024-06-10 06:40:45 -0500,16.5
2024-06-10 06:51:18 -0500,14
2024-06-10 07:01:00 -0500,12
2024-06-10 21:31:43 -0500,20.5
2024-06-10 22:01:37 -0500,22
2024-06-10 22:10:40 -0500,21.5
2024-06-10 22:21:51 -0500,20.5
2024-06-10 23:00:39 -0500,18
2024-06-10 23:10:59 -0500,20.5
2024-06-10 23:29:45 -0500,17.5
2024-06-10 23:33:02 -0500,18.5
2024-06-10 23:44:34 -0500,17
2024-06-10 23:51:31 -0500,17.5
2024-06-11 00:03:32 -0500,17.5
2024-06-11 00:15:04 -0500,17
2024-06-11 00:30:33 -0500,18.5
2024-06-11 00:30:38 -0500,17.5
2024-06-11 00:45:38 -0500,17.5
2024-06-11 00:50:40 -0500,17.5
2024-06-11 01:04:18 -0500,17
2024-06-11 01:13:10 -0500,15.5
2024-06-11 01:22:46 -0500,17
2024-06-11 01:31:56 -0500,28
2024-06-11 02:00:00 -0500,20
2024-06-11 02:04:36 -0500,16.5
2024-06-11 02:16:40 -0500,19
2024-06-11 02:27:18 -0500,17.5
2024-06-11 02:32:33 -0500,17.5
2024-06-11 02:44:55 -0500,18
2024-06-11 03:00:01 -0500,15.5
2024-06-11 03:00:41 -0500,16.5
2024-06-11 03:10:55 -0500,17.5
2024-06-11 03:20:41 -0500,15.5
2024-06-11 03:32:45 -0500,16
2024-06-11 03:40:53 -0500,15.5
2024-06-11 03:52:04 -0500,16.5
2024-06-11 04:02:19 -0500,22
2024-06-11 04:14:05 -0500,16.5
2024-06-11 04:21:43 -0500,17.5
2024-06-11 04:33:10 -0500,16
