startDate,endDate,value,duration
2018-11-24 07:49:08-05:00,2018-11-24 07:49:36-05:00,HKCategoryValueSleepAnalysisInBed,0.0077777777777777776
2018-11-24 07:49:08-05:00,2018-11-24 07:49:36-05:00,HKCategoryValueSleepAnalysisInBed,0.0077777777777777776
2018-11-24 07:51:24-05:00,2018-11-24 07:52:12-05:00,HKCategoryValueSleepAnalysisInBed,0.013333333333333334
2018-11-24 07:51:24-05:00,2018-11-24 07:52:12-05:00,HKCategoryValueSleepAnalysisInBed,0.013333333333333334
2018-11-24 07:53:32-05:00,2018-11-24 08:00:16-05:00,HKCategoryValueSleepAnalysisInBed,0.11222222222222222
2018-11-24 07:53:32-05:00,2018-11-24 08:00:16-05:00,HKCategoryValueSleepAnalysisInBed,0.11222222222222222
2018-11-26 01:55:00-05:00,2018-11-26 08:41:36-05:00,HKCategoryValueSleepAnalysisInBed,6.776666666666666
2018-11-26 08:42:16-05:00,2018-11-26 08:44:44-05:00,HKCategoryValueSleepAnalysisInBed,0.04111111111111111
2018-11-26 08:45:16-05:00,2018-11-26 08:50:20-05:00,HKCategoryValueSleepAnalysisInBed,0.08444444444444445
2018-11-26 08:50:20-05:00,2018-11-26 08:50:40-05:00,HKCategoryValueSleepAnalysisInBed,0.005555555555555556
2018-11-26 08:56:20-05:00,2018-11-26 09:14:20-05:00,HKCategoryValueSleepAnalysisInBed,0.3
2018-11-26 09:14:24-05:00,2018-11-26 09:14:28-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2018-11-26 09:26:44-05:00,2018-11-26 09:30:04-05:00,HKCategoryValueSleepAnalysisInBed,0.05555555555555555
2018-11-27 00:07:31-05:00,2018-11-27 08:19:12-05:00,HKCategoryValueSleepAnalysisInBed,8.194722222222222
2018-11-27 08:19:20-05:00,2018-11-27 08:19:24-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2018-11-27 08:19:44-05:00,2018-11-27 08:19:48-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2018-11-28 09:20:08-05:00,2018-11-28 09:30:11-05:00,HKCategoryValueSleepAnalysisInBed,0.1675
2018-11-29 02:10:32-05:00,2018-11-29 08:30:06-05:00,HKCategoryValueSleepAnalysisInBed,6.3261111111111115
2018-12-05 22:37:36-05:00,2018-12-06 07:03:44-05:00,HKCategoryValueSleepAnalysisInBed,8.435555555555556
2018-12-06 07:03:56-05:00,2018-12-06 07:04:00-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2018-12-13 02:25:00-05:00,2018-12-13 10:21:48-05:00,HKCategoryValueSleepAnalysisInBed,7.946666666666666
2018-12-13 10:22:56-05:00,2018-12-13 10:23:00-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2018-12-13 10:23:36-05:00,2018-12-13 10:24:56-05:00,HKCategoryValueSleepAnalysisInBed,0.022222222222222223
2018-12-13 10:34:36-05:00,2018-12-13 10:35:12-05:00,HKCategoryValueSleepAnalysisInBed,0.01
2018-12-14 03:25:20-05:00,2018-12-14 10:55:04-05:00,HKCategoryValueSleepAnalysisInBed,7.495555555555556
2018-12-26 03:34:28-05:00,2018-12-26 12:30:06-05:00,HKCategoryValueSleepAnalysisInBed,8.927222222222222
2019-01-07 04:10:26-05:00,2019-01-07 09:30:08-05:00,HKCategoryValueSleepAnalysisInBed,5.328333333333333
2019-01-08 03:17:07-05:00,2019-01-08 12:18:09-05:00,HKCategoryValueSleepAnalysisInBed,9.017222222222221
2019-01-09 02:00:00-05:00,2019-01-09 08:30:20-05:00,HKCategoryValueSleepAnalysisInBed,6.5055555555555555
2019-01-10 02:15:30-05:00,2019-01-10 08:31:28-05:00,HKCategoryValueSleepAnalysisInBed,6.266111111111111
2019-01-11 02:00:00-05:00,2019-01-11 08:30:42-05:00,HKCategoryValueSleepAnalysisInBed,6.511666666666667
2019-01-14 02:35:00-05:00,2019-01-14 08:00:16-05:00,HKCategoryValueSleepAnalysisInBed,5.421111111111111
2019-01-15 02:31:32-05:00,2019-01-15 09:27:37-05:00,HKCategoryValueSleepAnalysisInBed,6.934722222222222
2019-01-16 01:55:43-05:00,2019-01-16 09:15:27-05:00,HKCategoryValueSleepAnalysisInBed,7.328888888888889
2019-01-17 04:21:16-05:00,2019-01-17 10:20:06-05:00,HKCategoryValueSleepAnalysisInBed,5.980555555555555
2019-01-18 02:05:00-05:00,2019-01-18 09:20:06-05:00,HKCategoryValueSleepAnalysisInBed,7.251666666666667
2019-01-19 02:05:00-05:00,2019-01-19 09:21:17-05:00,HKCategoryValueSleepAnalysisInBed,7.271388888888889
2019-01-21 02:00:00-05:00,2019-01-21 09:40:02-05:00,HKCategoryValueSleepAnalysisInBed,7.667222222222223
2019-01-22 02:29:34-05:00,2019-01-22 08:45:03-05:00,HKCategoryValueSleepAnalysisInBed,6.258055555555556
2019-01-23 02:28:24-05:00,2019-01-23 08:50:45-05:00,HKCategoryValueSleepAnalysisInBed,6.3725
2019-01-24 02:24:43-05:00,2019-01-24 09:36:32-05:00,HKCategoryValueSleepAnalysisInBed,7.196944444444444
2019-01-25 02:58:13-05:00,2019-01-25 09:05:05-05:00,HKCategoryValueSleepAnalysisInBed,6.114444444444445
2019-01-29 00:55:00-05:00,2019-01-29 09:50:02-05:00,HKCategoryValueSleepAnalysisInBed,8.917222222222222
2019-01-30 03:48:44-05:00,2019-01-30 08:35:33-05:00,HKCategoryValueSleepAnalysisInBed,4.780277777777778
2019-01-31 02:08:34-05:00,2019-01-31 09:57:50-05:00,HKCategoryValueSleepAnalysisInBed,7.821111111111111
2019-02-01 02:45:36-05:00,2019-02-01 09:06:54-05:00,HKCategoryValueSleepAnalysisInBed,6.355
2019-02-06 03:10:18-05:00,2019-02-06 08:55:52-05:00,HKCategoryValueSleepAnalysisInBed,5.759444444444444
2019-02-07 02:42:35-05:00,2019-02-07 10:00:06-05:00,HKCategoryValueSleepAnalysisInBed,7.291944444444445
2019-02-08 02:05:00-05:00,2019-02-08 09:11:31-05:00,HKCategoryValueSleepAnalysisInBed,7.108611111111111
2019-02-11 04:43:10-05:00,2019-02-11 07:50:11-05:00,HKCategoryValueSleepAnalysisInBed,3.1169444444444445
2019-02-12 01:23:55-05:00,2019-02-12 09:45:57-05:00,HKCategoryValueSleepAnalysisInBed,8.367222222222223
2019-02-13 01:33:24-05:00,2019-02-13 08:56:39-05:00,HKCategoryValueSleepAnalysisInBed,7.3875
2019-02-14 02:35:00-05:00,2019-02-14 10:00:07-05:00,HKCategoryValueSleepAnalysisInBed,7.418611111111111
2019-02-15 02:35:00-05:00,2019-02-15 10:00:03-05:00,HKCategoryValueSleepAnalysisInBed,7.4175
2019-02-18 02:49:09-05:00,2019-02-18 07:52:33-05:00,HKCategoryValueSleepAnalysisInBed,5.056666666666667
2019-02-19 02:35:00-05:00,2019-02-19 09:57:25-05:00,HKCategoryValueSleepAnalysisInBed,7.373611111111111
2019-02-20 02:35:00-05:00,2019-02-20 09:01:14-05:00,HKCategoryValueSleepAnalysisInBed,6.437222222222222
2019-02-21 08:11:43-05:00,2019-02-21 09:15:06-05:00,HKCategoryValueSleepAnalysisInBed,1.0563888888888888
2019-02-22 02:35:00-05:00,2019-02-22 08:30:36-05:00,HKCategoryValueSleepAnalysisInBed,5.926666666666667
2019-02-25 02:15:00-05:00,2019-02-25 07:55:52-05:00,HKCategoryValueSleepAnalysisInBed,5.681111111111111
2019-02-26 03:03:24-05:00,2019-02-26 09:45:19-05:00,HKCategoryValueSleepAnalysisInBed,6.698611111111111
2019-02-27 02:15:00-05:00,2019-02-27 09:15:01-05:00,HKCategoryValueSleepAnalysisInBed,7.000277777777778
2019-02-28 02:15:00-05:00,2019-02-28 09:09:45-05:00,HKCategoryValueSleepAnalysisInBed,6.9125
2019-03-01 02:41:51-05:00,2019-03-01 08:58:45-05:00,HKCategoryValueSleepAnalysisInBed,6.281666666666666
2019-03-04 03:35:25-05:00,2019-03-04 08:57:12-05:00,HKCategoryValueSleepAnalysisInBed,5.3630555555555555
2019-03-05 03:54:04-05:00,2019-03-05 09:50:00-05:00,HKCategoryValueSleepAnalysisInBed,5.932222222222222
2019-03-06 03:35:00-05:00,2019-03-06 08:57:46-05:00,HKCategoryValueSleepAnalysisInBed,5.379444444444444
2019-03-07 03:35:00-05:00,2019-03-07 09:45:26-05:00,HKCategoryValueSleepAnalysisInBed,6.1738888888888885
2019-03-08 04:34:08-05:00,2019-03-08 09:05:02-05:00,HKCategoryValueSleepAnalysisInBed,4.515
2019-03-11 04:35:00-05:00,2019-03-11 08:53:40-05:00,HKCategoryValueSleepAnalysisInBed,4.311111111111111
2019-03-11 08:56:00-05:00,2019-03-11 08:56:24-05:00,HKCategoryValueSleepAnalysisInBed,0.006666666666666667
2019-03-11 08:57:16-05:00,2019-03-11 08:58:28-05:00,HKCategoryValueSleepAnalysisInBed,0.02
2019-03-11 09:03:08-05:00,2019-03-11 09:03:36-05:00,HKCategoryValueSleepAnalysisInBed,0.0077777777777777776
2019-03-11 09:07:00-05:00,2019-03-11 09:08:24-05:00,HKCategoryValueSleepAnalysisInBed,0.023333333333333334
2019-03-11 09:10:04-05:00,2019-03-11 09:10:36-05:00,HKCategoryValueSleepAnalysisInBed,0.008888888888888889
2019-03-11 09:13:20-05:00,2019-03-11 09:13:32-05:00,HKCategoryValueSleepAnalysisInBed,0.0033333333333333335
2019-03-11 09:15:12-05:00,2019-03-11 09:15:32-05:00,HKCategoryValueSleepAnalysisInBed,0.005555555555555556
2019-03-11 09:16:40-05:00,2019-03-11 09:22:40-05:00,HKCategoryValueSleepAnalysisInBed,0.1
2019-03-11 09:39:44-05:00,2019-03-11 09:40:44-05:00,HKCategoryValueSleepAnalysisInBed,0.016666666666666666
2019-03-11 09:43:12-05:00,2019-03-11 09:45:20-05:00,HKCategoryValueSleepAnalysisInBed,0.035555555555555556
2019-03-18 00:25:00-05:00,2019-03-18 06:58:55-05:00,HKCategoryValueSleepAnalysisInBed,6.565277777777778
2019-03-19 00:25:00-05:00,2019-03-19 07:19:04-05:00,HKCategoryValueSleepAnalysisInBed,6.901111111111111
2019-03-19 07:19:40-05:00,2019-03-19 07:55:48-05:00,HKCategoryValueSleepAnalysisInBed,0.6022222222222222
2019-03-19 07:57:16-05:00,2019-03-19 07:59:00-05:00,HKCategoryValueSleepAnalysisInBed,0.028888888888888888
2019-03-19 07:59:52-05:00,2019-03-19 08:01:08-05:00,HKCategoryValueSleepAnalysisInBed,0.021111111111111112
2019-03-19 08:02:36-05:00,2019-03-19 08:08:00-05:00,HKCategoryValueSleepAnalysisInBed,0.09
2019-03-19 08:23:00-05:00,2019-03-19 08:25:36-05:00,HKCategoryValueSleepAnalysisInBed,0.043333333333333335
2019-03-19 08:41:00-05:00,2019-03-19 08:50:11-05:00,HKCategoryValueSleepAnalysisInBed,0.15305555555555556
2019-03-20 01:46:28-05:00,2019-03-20 07:54:16-05:00,HKCategoryValueSleepAnalysisInBed,6.13
2019-03-20 07:55:00-05:00,2019-03-20 08:03:02-05:00,HKCategoryValueSleepAnalysisInBed,0.1338888888888889
2019-03-21 08:42:04-05:00,2019-03-21 08:43:32-05:00,HKCategoryValueSleepAnalysisInBed,0.024444444444444446
2019-03-22 03:33:24-05:00,2019-03-22 08:14:28-05:00,HKCategoryValueSleepAnalysisInBed,4.684444444444445
2019-03-26 01:50:00-05:00,2019-03-26 08:55:01-05:00,HKCategoryValueSleepAnalysisInBed,7.083611111111111
2019-03-27 01:15:00-05:00,2019-03-27 07:58:18-05:00,HKCategoryValueSleepAnalysisInBed,6.721666666666667
2019-03-28 01:15:00-05:00,2019-03-28 07:56:06-05:00,HKCategoryValueSleepAnalysisInBed,6.685
2019-03-29 02:34:56-05:00,2019-03-29 08:14:16-05:00,HKCategoryValueSleepAnalysisInBed,5.655555555555556
2019-04-01 01:15:00-05:00,2019-04-01 07:01:47-05:00,HKCategoryValueSleepAnalysisInBed,5.779722222222222
2019-04-02 07:30:18-05:00,2019-04-02 08:30:18-05:00,HKCategoryValueSleepAnalysisInBed,1.0
2019-04-03 01:15:00-05:00,2019-04-03 07:52:47-05:00,HKCategoryValueSleepAnalysisInBed,6.629722222222222
2019-04-04 07:23:58-05:00,2019-04-04 08:45:00-05:00,HKCategoryValueSleepAnalysisInBed,1.3505555555555555
2019-04-05 01:15:00-05:00,2019-04-05 07:35:03-05:00,HKCategoryValueSleepAnalysisInBed,6.3341666666666665
2019-04-08 01:36:08-05:00,2019-04-08 07:01:32-05:00,HKCategoryValueSleepAnalysisInBed,5.423333333333333
2019-04-09 08:34:16-05:00,2019-04-09 09:00:04-05:00,HKCategoryValueSleepAnalysisInBed,0.43
2019-04-10 01:40:19-05:00,2019-04-10 08:10:43-05:00,HKCategoryValueSleepAnalysisInBed,6.506666666666667
2019-04-12 03:51:12-05:00,2019-04-12 08:18:28-05:00,HKCategoryValueSleepAnalysisInBed,4.454444444444444
2019-04-15 06:44:29-05:00,2019-04-15 07:45:06-05:00,HKCategoryValueSleepAnalysisInBed,1.0102777777777778
2019-04-16 02:11:05-05:00,2019-04-16 09:21:33-05:00,HKCategoryValueSleepAnalysisInBed,7.174444444444444
2019-04-17 02:56:48-05:00,2019-04-17 09:11:43-05:00,HKCategoryValueSleepAnalysisInBed,6.248611111111111
2019-04-18 02:23:21-05:00,2019-04-18 09:10:56-05:00,HKCategoryValueSleepAnalysisInBed,6.793055555555555
2019-04-19 03:05:37-05:00,2019-04-19 08:11:04-05:00,HKCategoryValueSleepAnalysisInBed,5.090833333333333
2019-04-22 00:57:53-05:00,2019-04-22 07:00:01-05:00,HKCategoryValueSleepAnalysisInBed,6.035555555555556
2019-04-23 02:32:12-05:00,2019-04-23 08:51:50-05:00,HKCategoryValueSleepAnalysisInBed,6.327222222222222
2019-04-24 03:16:16-05:00,2019-04-24 09:32:11-05:00,HKCategoryValueSleepAnalysisInBed,6.2652777777777775
2019-04-25 01:13:29-05:00,2019-04-25 09:18:14-05:00,HKCategoryValueSleepAnalysisInBed,8.079166666666667
2019-04-29 02:38:10-05:00,2019-04-29 08:00:12-05:00,HKCategoryValueSleepAnalysisInBed,5.367222222222222
2019-04-30 01:03:52-05:00,2019-04-30 08:57:05-05:00,HKCategoryValueSleepAnalysisInBed,7.8869444444444445
2019-05-01 05:23:37-05:00,2019-05-01 11:52:07-05:00,HKCategoryValueSleepAnalysisInBed,6.475
2019-05-02 02:34:20-05:00,2019-05-02 10:47:02-05:00,HKCategoryValueSleepAnalysisInBed,8.211666666666666
2019-05-02 23:52:06-05:00,2019-05-03 06:20:45-05:00,HKCategoryValueSleepAnalysisInBed,6.4775
2019-05-06 09:39:40-05:00,2019-05-06 09:45:06-05:00,HKCategoryValueSleepAnalysisInBed,0.09055555555555556
2019-05-20 09:30:20-05:00,2019-05-20 09:33:56-05:00,HKCategoryValueSleepAnalysisInBed,0.06
2019-05-21 06:10:20-05:00,2019-05-21 09:31:40-05:00,HKCategoryValueSleepAnalysisInBed,3.3555555555555556
2019-05-21 09:31:56-05:00,2019-05-21 09:32:16-05:00,HKCategoryValueSleepAnalysisInBed,0.005555555555555556
2019-05-21 09:32:32-05:00,2019-05-21 09:38:28-05:00,HKCategoryValueSleepAnalysisInBed,0.09888888888888889
2019-05-21 09:42:32-05:00,2019-05-21 09:45:03-05:00,HKCategoryValueSleepAnalysisInBed,0.041944444444444444
2019-05-22 09:34:20-05:00,2019-05-22 09:36:08-05:00,HKCategoryValueSleepAnalysisInBed,0.03
2019-05-23 09:32:56-05:00,2019-05-23 09:37:56-05:00,HKCategoryValueSleepAnalysisInBed,0.08333333333333333
2019-05-24 04:56:37-05:00,2019-05-24 09:15:20-05:00,HKCategoryValueSleepAnalysisInBed,4.311944444444444
2019-05-24 04:56:37-05:00,2019-05-24 09:15:20-05:00,HKCategoryValueSleepAnalysisInBed,4.311944444444444
2019-05-24 09:17:04-05:00,2019-05-24 09:17:12-05:00,HKCategoryValueSleepAnalysisInBed,0.0022222222222222222
2019-05-24 09:17:04-05:00,2019-05-24 09:17:12-05:00,HKCategoryValueSleepAnalysisInBed,0.0022222222222222222
2019-05-24 09:20:16-05:00,2019-05-24 09:20:28-05:00,HKCategoryValueSleepAnalysisInBed,0.0033333333333333335
2019-05-24 09:20:16-05:00,2019-05-24 09:20:28-05:00,HKCategoryValueSleepAnalysisInBed,0.0033333333333333335
2019-05-24 09:26:08-05:00,2019-05-24 09:26:24-05:00,HKCategoryValueSleepAnalysisInBed,0.0044444444444444444
2019-05-24 09:26:08-05:00,2019-05-24 09:26:24-05:00,HKCategoryValueSleepAnalysisInBed,0.0044444444444444444
2019-05-24 09:26:40-05:00,2019-05-24 09:29:40-05:00,HKCategoryValueSleepAnalysisInBed,0.05
2019-05-24 09:26:40-05:00,2019-05-24 09:29:40-05:00,HKCategoryValueSleepAnalysisInBed,0.05
2019-05-24 09:32:04-05:00,2019-05-24 09:33:16-05:00,HKCategoryValueSleepAnalysisInBed,0.02
2019-05-24 09:32:04-05:00,2019-05-24 09:33:16-05:00,HKCategoryValueSleepAnalysisInBed,0.02
2019-05-24 09:38:04-05:00,2019-05-24 09:38:08-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2019-05-24 09:38:04-05:00,2019-05-24 09:38:08-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2019-05-24 09:40:08-05:00,2019-05-24 09:44:36-05:00,HKCategoryValueSleepAnalysisInBed,0.07444444444444444
2019-05-24 09:40:08-05:00,2019-05-24 09:44:36-05:00,HKCategoryValueSleepAnalysisInBed,0.07444444444444444
2019-05-27 09:43:24-05:00,2019-05-27 09:45:02-05:00,HKCategoryValueSleepAnalysisInBed,0.02722222222222222
2019-05-28 01:10:00-05:00,2019-05-28 07:39:20-05:00,HKCategoryValueSleepAnalysisInBed,6.488888888888889
2019-05-28 07:39:52-05:00,2019-05-28 08:07:12-05:00,HKCategoryValueSleepAnalysisInBed,0.45555555555555555
2019-05-28 08:07:16-05:00,2019-05-28 08:07:24-05:00,HKCategoryValueSleepAnalysisInBed,0.0022222222222222222
2019-05-28 08:08:08-05:00,2019-05-28 09:19:40-05:00,HKCategoryValueSleepAnalysisInBed,1.1922222222222223
2019-05-28 09:19:44-05:00,2019-05-28 09:19:48-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2019-05-28 09:29:12-05:00,2019-05-28 09:29:20-05:00,HKCategoryValueSleepAnalysisInBed,0.0022222222222222222
2019-05-29 09:37:56-05:00,2019-05-29 09:52:43-05:00,HKCategoryValueSleepAnalysisInBed,0.24638888888888888
2019-05-30 09:41:08-05:00,2019-05-30 09:42:20-05:00,HKCategoryValueSleepAnalysisInBed,0.02
2019-05-31 01:10:00-05:00,2019-05-31 03:59:36-05:00,HKCategoryValueSleepAnalysisInBed,2.8266666666666667
2019-05-31 04:00:16-05:00,2019-05-31 08:36:44-05:00,HKCategoryValueSleepAnalysisInBed,4.607777777777778
2019-05-31 08:36:52-05:00,2019-05-31 08:37:00-05:00,HKCategoryValueSleepAnalysisInBed,0.0022222222222222222
2019-05-31 08:40:04-05:00,2019-05-31 08:40:08-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2019-05-31 08:42:48-05:00,2019-05-31 08:42:56-05:00,HKCategoryValueSleepAnalysisInBed,0.0022222222222222222
2019-05-31 08:59:52-05:00,2019-05-31 08:59:56-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2019-05-31 09:01:48-05:00,2019-05-31 09:03:32-05:00,HKCategoryValueSleepAnalysisInBed,0.028888888888888888
2019-05-31 09:16:24-05:00,2019-05-31 09:17:48-05:00,HKCategoryValueSleepAnalysisInBed,0.023333333333333334
2019-05-31 09:17:48-05:00,2019-05-31 09:18:00-05:00,HKCategoryValueSleepAnalysisInBed,0.0033333333333333335
2019-05-31 09:28:12-05:00,2019-05-31 09:28:16-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2019-05-31 09:28:56-05:00,2019-05-31 09:29:20-05:00,HKCategoryValueSleepAnalysisInBed,0.006666666666666667
2019-05-31 09:29:24-05:00,2019-05-31 09:29:36-05:00,HKCategoryValueSleepAnalysisInBed,0.0033333333333333335
2019-05-31 09:41:24-05:00,2019-05-31 09:43:28-05:00,HKCategoryValueSleepAnalysisInBed,0.034444444444444444
2019-06-24 01:25:44-05:00,2019-06-24 05:45:54-05:00,HKCategoryValueSleepAnalysisInBed,4.336111111111111
2019-06-25 01:26:12-05:00,2019-06-25 06:45:15-05:00,HKCategoryValueSleepAnalysisInBed,5.3175
2019-06-26 01:23:16-05:00,2019-06-26 09:34:14-05:00,HKCategoryValueSleepAnalysisInBed,8.182777777777778
2019-06-27 00:55:00-05:00,2019-06-27 05:52:22-05:00,HKCategoryValueSleepAnalysisInBed,4.956111111111111
2019-07-08 01:30:00-05:00,2019-07-08 07:46:32-05:00,HKCategoryValueSleepAnalysisInBed,6.275555555555556
2019-07-09 00:55:00-05:00,2019-07-09 07:37:37-05:00,HKCategoryValueSleepAnalysisInBed,6.710277777777778
2019-07-09 22:45:00-05:00,2019-07-10 05:30:06-05:00,HKCategoryValueSleepAnalysisInBed,6.751666666666667
2019-07-10 23:35:00-05:00,2019-07-11 05:35:35-05:00,HKCategoryValueSleepAnalysisInBed,6.009722222222222
2019-07-11 23:35:00-05:00,2019-07-12 05:35:04-05:00,HKCategoryValueSleepAnalysisInBed,6.001111111111111
2019-07-14 22:05:00-05:00,2019-07-15 05:04:45-05:00,HKCategoryValueSleepAnalysisInBed,6.995833333333334
2019-07-16 23:05:00-05:00,2019-07-17 06:43:16-05:00,HKCategoryValueSleepAnalysisInBed,7.637777777777778
2019-07-17 06:48:56-05:00,2019-07-17 06:49:42-05:00,HKCategoryValueSleepAnalysisInBed,0.012777777777777779
2019-07-17 23:05:00-05:00,2019-07-18 05:44:59-05:00,HKCategoryValueSleepAnalysisInBed,6.666388888888889
2019-07-18 23:05:00-05:00,2019-07-19 06:03:59-05:00,HKCategoryValueSleepAnalysisInBed,6.983055555555556
2019-07-23 00:12:24-05:00,2019-07-23 06:20:20-05:00,HKCategoryValueSleepAnalysisInBed,6.1322222222222225
2019-07-23 06:21:40-05:00,2019-07-23 06:25:28-05:00,HKCategoryValueSleepAnalysisInBed,0.06333333333333334
2019-07-23 06:27:16-05:00,2019-07-23 06:40:01-05:00,HKCategoryValueSleepAnalysisInBed,0.2125
2019-07-23 23:19:44-05:00,2019-07-24 06:38:06-05:00,HKCategoryValueSleepAnalysisInBed,7.306111111111111
2019-07-24 23:05:00-05:00,2019-07-25 06:21:30-05:00,HKCategoryValueSleepAnalysisInBed,7.275
2019-07-25 23:05:00-05:00,2019-07-26 06:26:44-05:00,HKCategoryValueSleepAnalysisInBed,7.362222222222222
2019-07-28 23:05:00-05:00,2019-07-29 06:10:03-05:00,HKCategoryValueSleepAnalysisInBed,7.0841666666666665
2019-07-29 23:38:28-05:00,2019-07-30 06:15:18-05:00,HKCategoryValueSleepAnalysisInBed,6.613888888888889
2019-07-30 23:40:12-05:00,2019-07-31 06:09:16-05:00,HKCategoryValueSleepAnalysisInBed,6.484444444444445
2019-07-30 23:40:12-05:00,2019-07-31 06:09:16-05:00,HKCategoryValueSleepAnalysisInBed,6.484444444444445
2019-07-31 06:09:24-05:00,2019-07-31 06:09:28-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2019-07-31 06:09:24-05:00,2019-07-31 06:09:28-05:00,HKCategoryValueSleepAnalysisInBed,0.0011111111111111111
2019-07-31 23:59:48-05:00,2019-08-01 06:11:46-05:00,HKCategoryValueSleepAnalysisInBed,6.1994444444444445
2019-08-01 23:05:00-05:00,2019-08-02 01:11:44-05:00,HKCategoryValueSleepAnalysisInBed,2.112222222222222
2019-08-02 01:12:24-05:00,2019-08-02 02:29:32-05:00,HKCategoryValueSleepAnalysisInBed,1.2855555555555556
2019-08-02 02:29:40-05:00,2019-08-02 06:12:42-05:00,HKCategoryValueSleepAnalysisInBed,3.7172222222222224
2019-08-04 23:05:00-05:00,2019-08-05 06:14:27-05:00,HKCategoryValueSleepAnalysisInBed,7.1575
2019-08-05 23:06:16-05:00,2019-08-06 06:16:34-05:00,HKCategoryValueSleepAnalysisInBed,7.171666666666667
2019-08-06 23:05:00-05:00,2019-08-07 06:32:07-05:00,HKCategoryValueSleepAnalysisInBed,7.451944444444444
2019-08-07 23:35:08-05:00,2019-08-08 06:03:44-05:00,HKCategoryValueSleepAnalysisInBed,6.476666666666667
2019-08-08 06:05:16-05:00,2019-08-08 06:05:48-05:00,HKCategoryValueSleepAnalysisInBed,0.008888888888888889
2019-08-08 06:06:36-05:00,2019-08-08 06:08:16-05:00,HKCategoryValueSleepAnalysisInBed,0.027777777777777776
2019-08-08 23:05:00-05:00,2019-08-09 06:10:52-05:00,HKCategoryValueSleepAnalysisInBed,7.097777777777778
2019-08-12 02:47:25-05:00,2019-08-12 06:21:33-05:00,HKCategoryValueSleepAnalysisInBed,3.568888888888889
2019-08-12 23:05:00-05:00,2019-08-13 06:19:51-05:00,HKCategoryValueSleepAnalysisInBed,7.2475
2019-08-14 00:43:24-05:00,2019-08-14 06:20:28-05:00,HKCategoryValueSleepAnalysisInBed,5.6177777777777775
2019-08-14 06:21:00-05:00,2019-08-14 06:35:18-05:00,HKCategoryValueSleepAnalysisInBed,0.23833333333333334
2019-08-14 23:10:00-05:00,2019-08-15 06:56:48-05:00,HKCategoryValueSleepAnalysisInBed,7.78
2019-08-16 00:02:02-05:00,2019-08-16 06:03:04-05:00,HKCategoryValueSleepAnalysisInBed,6.017222222222222
2019-08-16 06:04:12-05:00,2019-08-16 06:06:08-05:00,HKCategoryValueSleepAnalysisInBed,0.03222222222222222
